FIPS,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,"Estimate!!Total:!!Owner occupied:!!Less than $5,000","Percentage of Less than $5,000","Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999","Percentage of $5,000 to $9,999","Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999","Percentage of $10,000 to $14,999","Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999","Percentage of $15,000 to $19,999","Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999","Percentage of $20,000 to $24,999","Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999","Percentage of $25,000 to $34,999","Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999","Percentage of $35,000 to $49,999","Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999","Percentage of $50,000 to $74,999","Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999","Percentage of $75,000 to $99,999","Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999","Percentage of $100,000 to $149,999","Estimate!!Total:!!Owner occupied:!!$150,000 or more","Percentage of $150,000 or more"
48419,"Shelby County, Texas",8988,6756,218,3.23 ,137,2.03 ,438,6.48 ,371,5.49,236,3.49,585,8.66,1191,17.63,939,13.9,851,12.6,1098,16.25,692,10.24
48421,"Sherman County, Texas",803,614,5,0.81 ,14,2.28 ,9,1.47 ,15,2.44,35,5.7,64,10.42,111,18.08,73,11.89,78,12.7,111,18.08,99,16.12
48423,"Smith County, Texas",81286,55863,1533,2.74 ,521,0.93 ,1145,2.05 ,2028,3.63,1419,2.54,3987,7.14,5526,9.89,9301,16.65,8365,14.97,10976,19.65,11062,19.8
48425,"Somervell County, Texas",3345,2749,49,1.78 ,30,1.09 ,64,2.33 ,100,3.64,172,6.26,177,6.44,155,5.64,429,15.61,180,6.55,907,32.99,486,17.68
48427,"Starr County, Texas",18634,13528,439,3.25 ,799,5.91 ,1165,8.61 ,793,5.86,769,5.68,1411,10.43,2628,19.43,1670,12.34,1486,10.98,1391,10.28,977,7.22
48429,"Stephens County, Texas",3405,2677,102,3.81 ,102,3.81 ,132,4.93 ,94,3.51,62,2.32,344,12.85,422,15.76,338,12.63,386,14.42,438,16.36,257,9.6
48431,"Sterling County, Texas",392,337,3,0.89 ,0,0.00 ,3,0.89 ,0,0,0,0,19,5.64,34,10.09,115,34.12,16,4.75,62,18.4,85,25.22
48433,"Stonewall County, Texas",450,374,9,2.41 ,19,5.08 ,7,1.87 ,30,8.02,13,3.48,51,13.64,34,9.09,47,12.57,50,13.37,80,21.39,34,9.09
48435,"Sutton County, Texas",1068,681,0,0.00 ,32,4.70 ,0,0.00 ,45,6.61,28,4.11,39,5.73,103,15.12,102,14.98,106,15.57,146,21.44,80,11.75
48437,"Swisher County, Texas",2401,1648,83,5.04 ,45,2.73 ,152,9.22 ,107,6.49,83,5.04,224,13.59,236,14.32,204,12.38,104,6.31,309,18.75,101,6.13
48439,"Tarrant County, Texas",754969,450549,6320,1.40 ,3444,0.76 ,6318,1.40 ,7133,1.58,8656,1.92,19141,4.25,34514,7.66,65572,14.55,62050,13.77,101881,22.61,135520,30.08
48441,"Taylor County, Texas",53888,31646,525,1.66 ,383,1.21 ,621,1.96 ,783,2.47,903,2.85,2161,6.83,3174,10.03,5657,17.88,5043,15.94,6690,21.14,5706,18.03
48443,"Terrell County, Texas",436,398,33,8.29 ,0,0.00 ,22,5.53 ,0,0,4,1.01,33,8.29,104,26.13,88,22.11,42,10.55,65,16.33,7,1.76
48445,"Terry County, Texas",4170,2744,123,4.48 ,44,1.60 ,113,4.12 ,62,2.26,67,2.44,175,6.38,606,22.08,624,22.74,245,8.93,315,11.48,370,13.48
48447,"Throckmorton County, Texas",635,445,4,0.90 ,6,1.35 ,20,4.49 ,26,5.84,22,4.94,70,15.73,41,9.21,78,17.53,70,15.73,66,14.83,42,9.44
48449,"Titus County, Texas",10802,7225,224,3.10 ,204,2.82 ,205,2.84 ,115,1.59,247,3.42,662,9.16,1001,13.85,1190,16.47,1166,16.14,1392,19.27,819,11.34
48451,"Tom Green County, Texas",45449,30671,484,1.58 ,332,1.08 ,880,2.87 ,993,3.24,825,2.69,2349,7.66,3272,10.67,5427,17.69,4729,15.42,6693,21.82,4687,15.28
48453,"Travis County, Texas",538109,284583,4609,1.62 ,2358,0.83 ,2877,1.01 ,3598,1.26,3839,1.35,9005,3.16,15309,5.38,32201,11.32,32513,11.42,58468,20.55,119806,42.1
48455,"Trinity County, Texas",5946,4542,136,2.99 ,97,2.14 ,174,3.83 ,192,4.23,158,3.48,501,11.03,691,15.21,890,19.59,514,11.32,692,15.24,497,10.94
48457,"Tyler County, Texas",6811,5493,185,3.37 ,53,0.96 ,321,5.84 ,137,2.49,245,4.46,617,11.23,888,16.17,994,18.1,585,10.65,966,17.59,502,9.14
48459,"Upshur County, Texas",14969,11722,255,2.18 ,130,1.11 ,701,5.98 ,480,4.09,434,3.7,881,7.52,1468,12.52,1949,16.63,1630,13.91,2127,18.15,1667,14.22
48461,"Upton County, Texas",1363,1051,13,1.24 ,43,4.09 ,41,3.90 ,55,5.23,57,5.42,86,8.18,152,14.46,207,19.7,91,8.66,182,17.32,124,11.8
48463,"Uvalde County, Texas",8420,5750,195,3.39 ,110,1.91 ,478,8.31 ,399,6.94,428,7.44,413,7.18,518,9.01,959,16.68,921,16.02,626,10.89,703,12.23
48465,"Val Verde County, Texas",16643,10975,338,3.08 ,242,2.21 ,828,7.54 ,452,4.12,394,3.59,744,6.78,1122,10.22,1961,17.87,1267,11.54,2237,20.38,1390,12.67
48467,"Van Zandt County, Texas",22326,17784,340,1.91 ,336,1.89 ,772,4.34 ,559,3.14,758,4.26,1475,8.29,1934,10.87,3129,17.59,2418,13.6,3253,18.29,2810,15.8
48469,"Victoria County, Texas",34265,23006,396,1.72 ,338,1.47 ,570,2.48 ,726,3.16,699,3.04,1716,7.46,2330,10.13,3385,14.71,3889,16.9,4850,21.08,4107,17.85
48471,"Walker County, Texas",24592,13493,323,2.39 ,271,2.01 ,159,1.18 ,437,3.24,421,3.12,1163,8.62,2132,15.8,2415,17.9,1743,12.92,2671,19.8,1758,13.03
48473,"Waller County, Texas",17780,12348,159,1.29 ,131,1.06 ,189,1.53 ,234,1.9,144,1.17,539,4.37,1713,13.87,1941,15.72,1384,11.21,2352,19.05,3562,28.85
48475,"Ward County, Texas",4264,3430,82,2.39 ,36,1.05 ,106,3.09 ,55,1.6,105,3.06,194,5.66,570,16.62,581,16.94,485,14.14,772,22.51,444,12.94
48477,"Washington County, Texas",14482,10643,258,2.42 ,53,0.50 ,417,3.92 ,306,2.88,161,1.51,509,4.78,1461,13.73,1595,14.99,1831,17.2,2107,19.8,1945,18.27
48479,"Webb County, Texas",77797,49227,1170,2.38 ,860,1.75 ,1998,4.06 ,1685,3.42,1698,3.45,3575,7.26,4722,9.59,8221,16.7,7733,15.71,10134,20.59,7431,15.1
48481,"Wharton County, Texas",15148,10112,252,2.49 ,122,1.21 ,252,2.49 ,422,4.17,369,3.65,868,8.58,1183,11.7,1999,19.77,1153,11.4,1874,18.53,1618,16
48483,"Wheeler County, Texas",1908,1403,14,1.00 ,13,0.93 ,65,4.63 ,45,3.21,67,4.78,166,11.83,125,8.91,293,20.88,209,14.9,235,16.75,171,12.19
48485,"Wichita County, Texas",48604,29453,614,2.08 ,472,1.60 ,882,2.99 ,1047,3.55,955,3.24,1905,6.47,3701,12.57,4904,16.65,4402,14.95,6339,21.52,4232,14.37
48487,"Wilbarger County, Texas",4626,2735,110,4.02 ,14,0.51 ,108,3.95 ,158,5.78,124,4.53,150,5.48,444,16.23,442,16.16,477,17.44,456,16.67,252,9.21
48489,"Willacy County, Texas",5414,3743,221,5.90 ,31,0.83 ,264,7.05 ,225,6.01,172,4.6,266,7.11,655,17.5,579,15.47,485,12.96,589,15.74,256,6.84
48491,"Williamson County, Texas",229906,155568,2050,1.32 ,684,0.44 ,1593,1.02 ,1542,0.99,1875,1.21,4225,2.72,8118,5.22,19060,12.25,19594,12.6,38919,25.02,57908,37.22
48493,"Wilson County, Texas",17345,14851,382,2.57 ,295,1.99 ,201,1.35 ,377,2.54,266,1.79,533,3.59,1260,8.48,2061,13.88,2101,14.15,3358,22.61,4017,27.05
48495,"Winkler County, Texas",2685,2239,23,1.03 ,0,0.00 ,102,4.56 ,10,0.45,147,6.57,106,4.73,222,9.92,216,9.65,296,13.22,806,36,311,13.89
48497,"Wise County, Texas",24079,19660,294,1.50 ,106,0.54 ,450,2.29 ,366,1.86,313,1.59,1356,6.9,1606,8.17,3337,16.97,2727,13.87,4539,23.09,4566,23.22
48499,"Wood County, Texas",17824,14346,351,2.45 ,245,1.71 ,337,2.35 ,594,4.14,525,3.66,1190,8.29,2051,14.3,2557,17.82,1791,12.48,2842,19.81,1863,12.99
48501,"Yoakum County, Texas",2654,1758,22,1.25 ,7,0.40 ,161,9.16 ,40,2.28,12,0.68,60,3.41,45,2.56,256,14.56,422,24,283,16.1,450,25.6
48503,"Young County, Texas",7565,5573,158,2.84 ,25,0.45 ,212,3.80 ,35,0.63,297,5.33,469,8.42,509,9.13,604,10.84,1030,18.48,1471,26.4,763,13.69
48505,"Zapata County, Texas",4580,3413,162,4.75 ,144,4.22 ,285,8.35 ,139,4.07,233,6.83,438,12.83,487,14.27,386,11.31,459,13.45,360,10.55,320,9.38
48507,"Zavala County, Texas",3427,2485,88,3.54 ,27,1.09 ,135,5.43 ,95,3.82,79,3.18,244,9.82,524,21.09,438,17.63,446,17.95,322,12.96,87,3.5
49001,"Beaver County, Utah",2290,1843,19,1.03 ,0,0.00 ,34,1.84 ,35,1.9,54,2.93,166,9.01,165,8.95,356,19.32,302,16.39,503,27.29,209,11.34
49003,"Box Elder County, Utah",18557,14116,240,1.70 ,152,1.08 ,243,1.72 ,219,1.55,229,1.62,621,4.4,1350,9.56,2956,20.94,2388,16.92,3350,23.73,2368,16.78
49005,"Cache County, Utah",41718,26748,245,0.92 ,155,0.58 ,390,1.46 ,264,0.99,595,2.22,1375,5.14,2142,8.01,4763,17.81,4614,17.25,6938,25.94,5267,19.69
49007,"Carbon County, Utah",7998,5355,113,2.11 ,43,0.80 ,50,0.93 ,241,4.5,303,5.66,461,8.61,710,13.26,1077,20.11,1027,19.18,823,15.37,507,9.47
49009,"Daggett County, Utah",235,197,9,4.57 ,10,5.08 ,6,3.05 ,0,0,5,2.54,22,11.17,27,13.71,35,17.77,25,12.69,37,18.78,21,10.66
49011,"Davis County, Utah",112155,87150,759,0.87 ,431,0.49 ,664,0.76 ,1258,1.44,980,1.12,3205,3.68,4334,4.97,11824,13.57,12060,13.84,24290,27.87,27345,31.38
49013,"Duchesne County, Utah",6461,4992,50,1.00 ,62,1.24 ,98,1.96 ,129,2.58,166,3.33,427,8.55,552,11.06,920,18.43,781,15.65,1043,20.89,764,15.3
49015,"Emery County, Utah",3447,2698,37,1.37 ,0,0.00 ,27,1.00 ,85,3.15,83,3.08,107,3.97,366,13.57,555,20.57,440,16.31,603,22.35,395,14.64
49017,"Garfield County, Utah",1952,1428,65,4.55 ,0,0.00 ,76,5.32 ,97,6.79,51,3.57,211,14.78,94,6.58,254,17.79,220,15.41,186,13.03,174,12.18
49019,"Grand County, Utah",4335,2906,32,1.10 ,49,1.69 ,79,2.72 ,70,2.41,154,5.3,248,8.53,346,11.91,509,17.52,501,17.24,527,18.13,391,13.45
49021,"Iron County, Utah",18596,12644,206,1.63 ,145,1.15 ,329,2.60 ,251,1.99,288,2.28,809,6.4,1102,8.72,3036,24.01,1918,15.17,2672,21.13,1888,14.93
49023,"Juab County, Utah",3594,2862,39,1.36 ,23,0.80 ,41,1.43 ,74,2.59,88,3.07,79,2.76,227,7.93,474,16.56,490,17.12,776,27.11,551,19.25
49025,"Kane County, Utah",3225,2514,108,4.30 ,12,0.48 ,49,1.95 ,55,2.19,63,2.51,172,6.84,362,14.4,423,16.83,320,12.73,566,22.51,384,15.27
49027,"Millard County, Utah",4177,3173,36,1.13 ,10,0.32 ,38,1.20 ,119,3.75,104,3.28,197,6.21,321,10.12,680,21.43,667,21.02,528,16.64,473,14.91
49029,"Morgan County, Utah",3506,3048,0,0.00 ,18,0.59 ,8,0.26 ,27,0.89,0,0,66,2.17,184,6.04,380,12.47,329,10.79,855,28.05,1181,38.75
49031,"Piute County, Utah",569,518,21,4.05 ,7,1.35 ,88,16.99 ,46,8.88,55,10.62,43,8.3,83,16.02,61,11.78,35,6.76,56,10.81,23,4.44
49033,"Rich County, Utah",765,605,11,1.82 ,4,0.66 ,2,0.33 ,13,2.15,22,3.64,64,10.58,41,6.78,155,25.62,91,15.04,124,20.5,78,12.89
49035,"Salt Lake County, Utah",407673,273739,3009,1.10 ,1618,0.59 ,3059,1.12 ,3638,1.33,3996,1.46,9310,3.4,18326,6.69,36969,13.51,41198,15.05,66639,24.34,85977,31.41
49037,"San Juan County, Utah",4457,3554,177,4.98 ,85,2.39 ,339,9.54 ,140,3.94,135,3.8,414,11.65,342,9.62,570,16.04,496,13.96,501,14.1,355,9.99
49039,"Sanpete County, Utah",8617,6706,69,1.03 ,80,1.19 ,156,2.33 ,144,2.15,324,4.83,461,6.87,819,12.21,1503,22.41,938,13.99,1297,19.34,915,13.64
49041,"Sevier County, Utah",7396,5885,70,1.19 ,88,1.50 ,113,1.92 ,203,3.45,125,2.12,384,6.53,608,10.33,1283,21.8,1006,17.09,1243,21.12,762,12.95
49043,"Summit County, Utah",13655,11058,213,1.93 ,119,1.08 ,67,0.61 ,48,0.43,145,1.31,432,3.91,502,4.54,1191,10.77,1165,10.54,2117,19.14,5059,45.75
49045,"Tooele County, Utah",22124,18167,145,0.80 ,120,0.66 ,288,1.59 ,270,1.49,197,1.08,606,3.34,1108,6.1,2841,15.64,2740,15.08,5714,31.45,4138,22.78
49047,"Uintah County, Utah",11547,8510,389,4.57 ,82,0.96 ,147,1.73 ,95,1.12,220,2.59,607,7.13,851,10,1494,17.56,1439,16.91,1896,22.28,1290,15.16
49049,"Utah County, Utah",187171,128368,1279,1.00 ,714,0.56 ,1105,0.86 ,1389,1.08,1706,1.33,3777,2.94,7430,5.79,17151,13.36,20924,16.3,34396,26.79,38497,29.99
49051,"Wasatch County, Utah",11407,8829,153,1.73 ,19,0.22 ,123,1.39 ,156,1.77,86,0.97,323,3.66,620,7.02,1030,11.67,1004,11.37,1932,21.88,3383,38.32
49053,"Washington County, Utah",64151,46477,695,1.50 ,336,0.72 ,829,1.78 ,983,2.12,1169,2.52,3607,7.76,4644,9.99,8066,17.35,6344,13.65,10361,22.29,9443,20.32
49055,"Wayne County, Utah",1051,821,5,0.61 ,10,1.22 ,40,4.87 ,27,3.29,9,1.1,91,11.08,126,15.35,113,13.76,186,22.66,130,15.83,84,10.23
49057,"Weber County, Utah",89990,66741,825,1.24 ,511,0.77 ,944,1.41 ,700,1.05,1167,1.75,3191,4.78,5705,8.55,10689,16.02,11538,17.29,17458,26.16,14013,21
50001,"Addison County, Vermont",14416,11455,66,0.58 ,66,0.58 ,205,1.79 ,236,2.06,290,2.53,729,6.36,1055,9.21,1763,15.39,1543,13.47,2730,23.83,2772,24.2
50003,"Bennington County, Vermont",14566,10823,268,2.48 ,186,1.72 ,140,1.29 ,290,2.68,193,1.78,822,7.59,966,8.93,1760,16.26,1648,15.23,2189,20.23,2361,21.81
50005,"Caledonia County, Vermont",12819,9891,122,1.23 ,111,1.12 ,251,2.54 ,295,2.98,379,3.83,810,8.19,1178,11.91,1831,18.51,1453,14.69,2095,21.18,1366,13.81
50007,"Chittenden County, Vermont",69318,43933,388,0.88 ,286,0.65 ,585,1.33 ,500,1.14,587,1.34,1968,4.48,2836,6.46,5266,11.99,5494,12.51,10581,24.08,15442,35.15
50009,"Essex County, Vermont",2667,2231,43,1.93 ,25,1.12 ,118,5.29 ,125,5.6,95,4.26,218,9.77,286,12.82,509,22.81,344,15.42,309,13.85,159,7.13
50011,"Franklin County, Vermont",19233,14965,254,1.70 ,134,0.90 ,435,2.91 ,195,1.3,493,3.29,705,4.71,1604,10.72,2549,17.03,2083,13.92,3821,25.53,2692,17.99
50013,"Grand Isle County, Vermont",3027,2719,36,1.32 ,38,1.40 ,69,2.54 ,48,1.77,65,2.39,106,3.9,374,13.76,365,13.42,335,12.32,479,17.62,804,29.57
50015,"Lamoille County, Vermont",11176,8213,211,2.57 ,38,0.46 ,132,1.61 ,391,4.76,229,2.79,350,4.26,841,10.24,1540,18.75,1137,13.84,1721,20.95,1623,19.76
50017,"Orange County, Vermont",12690,10461,133,1.27 ,76,0.73 ,222,2.12 ,254,2.43,281,2.69,611,5.84,1078,10.3,2070,19.79,1688,16.14,2385,22.8,1663,15.9
50019,"Orleans County, Vermont",11528,9228,131,1.42 ,69,0.75 ,241,2.61 ,283,3.07,387,4.19,872,9.45,1246,13.5,1609,17.44,1462,15.84,1786,19.35,1142,12.38
50021,"Rutland County, Vermont",25334,18314,249,1.36 ,182,0.99 ,469,2.56 ,542,2.96,779,4.25,1394,7.61,2069,11.3,3428,18.72,2339,12.77,3861,21.08,3002,16.39
50023,"Washington County, Vermont",25166,18285,245,1.34 ,148,0.81 ,298,1.63 ,389,2.13,394,2.15,1070,5.85,1513,8.27,2955,16.16,2918,15.96,4415,24.15,3940,21.55
50025,"Windham County, Vermont",19382,13910,106,0.76 ,191,1.37 ,310,2.23 ,281,2.02,456,3.28,1232,8.86,1600,11.5,2503,17.99,2373,17.06,2334,16.78,2524,18.15
50027,"Windsor County, Vermont",24536,18794,340,1.81 ,172,0.92 ,442,2.35 ,436,2.32,799,4.25,1069,5.69,2110,11.23,3545,18.86,2359,12.55,3604,19.18,3918,20.85
51001,"Accomack County, Virginia",14252,9530,265,2.78 ,179,1.88 ,288,3.02 ,452,4.74,282,2.96,1018,10.68,1055,11.07,1961,20.58,1453,15.25,1215,12.75,1362,14.29
51003,"Albemarle County, Virginia",44031,29604,181,0.61 ,254,0.86 ,388,1.31 ,342,1.16,602,2.03,1303,4.4,2010,6.79,3682,12.44,3349,11.31,5988,20.23,11505,38.86
51005,"Alleghany County, Virginia",6309,5250,294,5.60 ,69,1.31 ,353,6.72 ,158,3.01,196,3.73,483,9.2,616,11.73,1216,23.16,564,10.74,799,15.22,502,9.56
51007,"Amelia County, Virginia",5258,4438,104,2.34 ,132,2.97 ,118,2.66 ,115,2.59,132,2.97,335,7.55,758,17.08,679,15.3,813,18.32,611,13.77,641,14.44
51009,"Amherst County, Virginia",12615,9550,102,1.07 ,87,0.91 ,220,2.30 ,376,3.94,413,4.32,764,8,1243,13.02,1561,16.35,1355,14.19,2113,22.13,1316,13.78
51011,"Appomattox County, Virginia",6535,5083,110,2.16 ,133,2.62 ,232,4.56 ,218,4.29,212,4.17,390,7.67,705,13.87,762,14.99,677,13.32,1034,20.34,610,12
51013,"Arlington County, Virginia",110887,46842,462,0.99 ,198,0.42 ,473,1.01 ,245,0.52,471,1.01,742,1.58,1238,2.64,3024,6.46,2785,5.95,7347,15.68,29857,63.74
51015,"Augusta County, Virginia",30056,23663,282,1.19 ,258,1.09 ,319,1.35 ,492,2.08,629,2.66,1826,7.72,2546,10.76,4094,17.3,3883,16.41,5720,24.17,3614,15.27
51017,"Bath County, Virginia",1905,1355,62,4.58 ,0,0.00 ,92,6.79 ,95,7.01,95,7.01,49,3.62,100,7.38,164,12.1,264,19.48,187,13.8,247,18.23
51019,"Bedford County, Virginia",32510,27390,295,1.08 ,272,0.99 ,523,1.91 ,840,3.07,600,2.19,1642,5.99,3075,11.23,4920,17.96,4254,15.53,5835,21.3,5134,18.74
51021,"Bland County, Virginia",2235,1904,27,1.42 ,23,1.21 ,82,4.31 ,33,1.73,54,2.84,166,8.72,236,12.39,450,23.63,345,18.12,339,17.8,149,7.83
51023,"Botetourt County, Virginia",12916,11198,137,1.22 ,240,2.14 ,311,2.78 ,255,2.28,334,2.98,646,5.77,1060,9.47,2003,17.89,1672,14.93,2404,21.47,2136,19.07
51025,"Brunswick County, Virginia",6165,4514,98,2.17 ,39,0.86 ,121,2.68 ,207,4.59,208,4.61,536,11.87,636,14.09,1000,22.15,601,13.31,642,14.22,426,9.44
51027,"Buchanan County, Virginia",7494,6117,195,3.19 ,152,2.48 ,284,4.64 ,483,7.9,419,6.85,730,11.93,1165,19.05,1000,16.35,646,10.56,836,13.67,207,3.38
51029,"Buckingham County, Virginia",5898,4452,59,1.33 ,76,1.71 ,182,4.09 ,228,5.12,156,3.5,437,9.82,569,12.78,822,18.46,632,14.2,711,15.97,580,13.03
51031,"Campbell County, Virginia",22409,16607,344,2.07 ,218,1.31 ,516,3.11 ,806,4.85,627,3.78,1613,9.71,1977,11.9,3257,19.61,2095,12.62,2993,18.02,2161,13.01
51033,"Caroline County, Virginia",11387,9303,202,2.17 ,93,1.00 ,121,1.30 ,160,1.72,165,1.77,367,3.94,1192,12.81,1208,12.99,1458,15.67,2272,24.42,2065,22.2
51035,"Carroll County, Virginia",12141,9522,260,2.73 ,192,2.02 ,433,4.55 ,516,5.42,378,3.97,1336,14.03,1276,13.4,1758,18.46,1417,14.88,1447,15.2,509,5.35
51036,"Charles City County, Virginia",2905,2459,76,3.09 ,61,2.48 ,89,3.62 ,108,4.39,77,3.13,121,4.92,295,12,424,17.24,421,17.12,455,18.5,332,13.5
51037,"Charlotte County, Virginia",4540,3137,87,2.77 ,55,1.75 ,153,4.88 ,184,5.87,137,4.37,244,7.78,372,11.86,650,20.72,468,14.92,504,16.07,283,9.02
51041,"Chesterfield County, Virginia",134144,103831,1344,1.29 ,628,0.60 ,953,0.92 ,1600,1.54,1938,1.87,4423,4.26,6450,6.21,15352,14.79,14348,13.82,24704,23.79,32091,30.91
51043,"Clarke County, Virginia",5617,4376,0,0.00 ,23,0.53 ,48,1.10 ,57,1.3,45,1.03,137,3.13,216,4.94,681,15.56,515,11.77,1059,24.2,1595,36.45
51045,"Craig County, Virginia",1810,1465,10,0.68 ,0,0.00 ,4,0.27 ,22,1.5,197,13.45,63,4.3,182,12.42,357,24.37,172,11.74,237,16.18,221,15.09
51047,"Culpeper County, Virginia",18188,13505,130,0.96 ,135,1.00 ,146,1.08 ,202,1.5,262,1.94,713,5.28,873,6.46,1855,13.74,1988,14.72,3316,24.55,3885,28.77
51049,"Cumberland County, Virginia",4055,3146,24,0.76 ,88,2.80 ,93,2.96 ,140,4.45,33,1.05,165,5.24,413,13.13,805,25.59,489,15.54,369,11.73,527,16.75
51051,"Dickenson County, Virginia",5543,4281,164,3.83 ,101,2.36 ,296,6.91 ,302,7.05,288,6.73,409,9.55,665,15.53,713,16.65,567,13.24,546,12.75,230,5.37
51053,"Dinwiddie County, Virginia",10432,8194,223,2.72 ,95,1.16 ,202,2.47 ,98,1.2,200,2.44,532,6.49,751,9.17,1343,16.39,1458,17.79,1874,22.87,1418,17.31
51057,"Essex County, Virginia",4258,2784,99,3.56 ,112,4.02 ,38,1.36 ,193,6.93,60,2.16,167,6,361,12.97,546,19.61,463,16.63,506,18.18,239,8.58
51059,"Fairfax County, Virginia",410844,281648,2571,0.91 ,1485,0.53 ,1798,0.64 ,1971,0.7,1942,0.69,5430,1.93,9694,3.44,18535,6.58,21931,7.79,48170,17.1,168121,59.69
51061,"Fauquier County, Virginia",26011,20158,186,0.92 ,168,0.83 ,146,0.72 ,206,1.02,365,1.81,466,2.31,962,4.77,2041,10.13,2125,10.54,4342,21.54,9151,45.4
51063,"Floyd County, Virginia",6655,5742,186,3.24 ,244,4.25 ,171,2.98 ,297,5.17,353,6.15,343,5.97,642,11.18,1020,17.76,991,17.26,945,16.46,550,9.58
51065,"Fluvanna County, Virginia",10195,9014,171,1.90 ,62,0.69 ,88,0.98 ,261,2.9,390,4.33,343,3.81,722,8.01,1360,15.09,1428,15.84,2143,23.77,2046,22.7
51067,"Franklin County, Virginia",22022,17607,381,2.16 ,215,1.22 ,787,4.47 ,688,3.91,614,3.49,1313,7.46,1779,10.1,3256,18.49,2359,13.4,3435,19.51,2780,15.79
51069,"Frederick County, Virginia",33534,25973,325,1.25 ,248,0.95 ,316,1.22 ,272,1.05,492,1.89,763,2.94,2365,9.11,3921,15.1,3755,14.46,6185,23.81,7331,28.23
51071,"Giles County, Virginia",6852,5323,82,1.54 ,39,0.73 ,117,2.20 ,338,6.35,145,2.72,472,8.87,538,10.11,1447,27.18,734,13.79,880,16.53,531,9.98
51073,"Gloucester County, Virginia",14857,11754,156,1.33 ,88,0.75 ,150,1.28 ,150,1.28,212,1.8,539,4.59,1271,10.81,1857,15.8,1729,14.71,3095,26.33,2507,21.33
51075,"Goochland County, Virginia",9788,8272,76,0.92 ,79,0.96 ,225,2.72 ,117,1.41,60,0.73,175,2.12,558,6.75,1123,13.58,1154,13.95,1415,17.11,3290,39.77
51077,"Grayson County, Virginia",6148,4969,80,1.61 ,86,1.73 ,288,5.80 ,417,8.39,368,7.41,408,8.21,827,16.64,1010,20.33,683,13.75,532,10.71,270,5.43
51079,"Greene County, Virginia",7662,5990,108,1.80 ,4,0.07 ,93,1.55 ,164,2.74,70,1.17,313,5.23,613,10.23,990,16.53,1008,16.83,1197,19.98,1430,23.87
51081,"Greensville County, Virginia",3222,2245,83,3.70 ,54,2.41 ,79,3.52 ,54,2.41,93,4.14,201,8.95,376,16.75,399,17.77,290,12.92,338,15.06,278,12.38
51083,"Halifax County, Virginia",13519,9826,299,3.04 ,321,3.27 ,556,5.66 ,469,4.77,402,4.09,1001,10.19,1135,11.55,2012,20.48,1232,12.54,1534,15.61,865,8.8
51085,"Hanover County, Virginia",41383,34360,272,0.79 ,153,0.45 ,178,0.52 ,569,1.66,575,1.67,1524,4.44,2399,6.98,4687,13.64,4092,11.91,8408,24.47,11503,33.48
51087,"Henrico County, Virginia",134094,86570,1249,1.44 ,482,0.56 ,1227,1.42 ,1344,1.55,2370,2.74,3669,4.24,7062,8.16,11873,13.71,11224,12.97,18713,21.62,27357,31.6
51089,"Henry County, Virginia",20411,14941,383,2.56 ,229,1.53 ,949,6.35 ,888,5.94,778,5.21,1678,11.23,2569,17.19,2837,18.99,1853,12.4,1936,12.96,841,5.63
51091,"Highland County, Virginia",1014,876,6,0.68 ,8,0.91 ,7,0.80 ,39,4.45,20,2.28,120,13.7,110,12.56,244,27.85,110,12.56,142,16.21,70,7.99
51093,"Isle of Wight County, Virginia",15196,11901,152,1.28 ,126,1.06 ,218,1.83 ,301,2.53,333,2.8,704,5.92,697,5.86,1568,13.18,1618,13.6,2581,21.69,3603,30.27
51095,"James City County, Virginia",30690,23820,243,1.02 ,98,0.41 ,310,1.30 ,271,1.14,601,2.52,785,3.3,1484,6.23,2995,12.57,3332,13.99,5386,22.61,8315,34.91
51097,"King and Queen County, Virginia",2826,2195,51,2.32 ,37,1.69 ,96,4.37 ,77,3.51,69,3.14,164,7.47,225,10.25,317,14.44,332,15.13,468,21.32,359,16.36
51099,"King George County, Virginia",9737,7325,74,1.01 ,32,0.44 ,18,0.25 ,219,2.99,111,1.52,250,3.41,436,5.95,906,12.37,910,12.42,1681,22.95,2688,36.7
51101,"King William County, Virginia",6893,5935,116,1.95 ,85,1.43 ,45,0.76 ,197,3.32,64,1.08,427,7.19,646,10.88,1003,16.9,960,16.18,1472,24.8,920,15.5
51103,"Lancaster County, Virginia",5238,4305,130,3.02 ,47,1.09 ,232,5.39 ,130,3.02,111,2.58,549,12.75,402,9.34,567,13.17,737,17.12,783,18.19,617,14.33
51105,"Lee County, Virginia",8324,6006,223,3.71 ,157,2.61 ,337,5.61 ,287,4.78,432,7.19,422,7.03,811,13.5,1319,21.96,1001,16.67,579,9.64,438,7.29
